sample	species	abundance
SL259937	Parabacteroides_unclassified	0
SL259943	Parabacteroides_unclassified	0
SL259944	Parabacteroides_unclassified	0
SL259945	Parabacteroides_unclassified	0
SL259946	Parabacteroides_unclassified	0
SL259925	Porphyromonas_bennonis	0
SL259926	Porphyromonas_bennonis	0
SL259927	Porphyromonas_bennonis	0
SL259928	Porphyromonas_bennonis	0
SL259934	Porphyromonas_bennonis	0
SL259935	Porphyromonas_bennonis	0
SL259936	Porphyromonas_bennonis	0
SL259937	Porphyromonas_bennonis	0
SL259943	Porphyromonas_bennonis	0
SL259944	Porphyromonas_bennonis	0
SL259945	Porphyromonas_bennonis	0
SL259946	Porphyromonas_bennonis	0
SL259925	Porphyromonas_catoniae	0
SL259926	Porphyromonas_catoniae	0
SL259927	Porphyromonas_catoniae	0
SL259928	Porphyromonas_catoniae	0
SL259934	Porphyromonas_catoniae	0
SL259935	Porphyromonas_catoniae	0
SL259936	Porphyromonas_catoniae	0
SL259937	Porphyromonas_catoniae	0
SL259943	Porphyromonas_catoniae	0
SL259944	Porphyromonas_catoniae	0
SL259945	Porphyromonas_catoniae	0
SL259946	Porphyromonas_catoniae	0
SL259925	Porphyromonas_endodontalis	0
SL259926	Porphyromonas_endodontalis	0
SL259927	Porphyromonas_endodontalis	0
SL259928	Porphyromonas_endodontalis	0
SL259934	Porphyromonas_endodontalis	0
SL259935	Porphyromonas_endodontalis	0
SL259936	Porphyromonas_endodontalis	0
SL259937	Porphyromonas_endodontalis	0
SL259943	Porphyromonas_endodontalis	0
SL259944	Porphyromonas_endodontalis	0
SL259945	Porphyromonas_endodontalis	0
SL259946	Porphyromonas_endodontalis	0
SL259925	Porphyromonas_gingivalis	0
SL259926	Porphyromonas_gingivalis	0
SL259927	Porphyromonas_gingivalis	0
SL259928	Porphyromonas_gingivalis	0
SL259934	Porphyromonas_gingivalis	0
SL259935	Porphyromonas_gingivalis	0
SL259936	Porphyromonas_gingivalis	0
SL259937	Porphyromonas_gingivalis	0
SL259943	Porphyromonas_gingivalis	0
SL259944	Porphyromonas_gingivalis	0
SL259945	Porphyromonas_gingivalis	0
SL259946	Porphyromonas_gingivalis	0
SL259925	Porphyromonas_somerae	0
SL259926	Porphyromonas_somerae	0
SL259927	Porphyromonas_somerae	0
SL259928	Porphyromonas_somerae	0
SL259934	Porphyromonas_somerae	0
SL259935	Porphyromonas_somerae	0
SL259936	Porphyromonas_somerae	0
SL259937	Porphyromonas_somerae	0
SL259943	Porphyromonas_somerae	0
SL259944	Porphyromonas_somerae	0
SL259945	Porphyromonas_somerae	0
SL259946	Porphyromonas_somerae	0
SL259925	Porphyromonas_sp_oral_taxon_279	0
SL259926	Porphyromonas_sp_oral_taxon_279	0
SL259927	Porphyromonas_sp_oral_taxon_279	0
SL259928	Porphyromonas_sp_oral_taxon_279	0
SL259934	Porphyromonas_sp_oral_taxon_279	0
SL259935	Porphyromonas_sp_oral_taxon_279	0
SL259936	Porphyromonas_sp_oral_taxon_279	0
SL259937	Porphyromonas_sp_oral_taxon_279	0
SL259943	Porphyromonas_sp_oral_taxon_279	0
SL259944	Porphyromonas_sp_oral_taxon_279	0
SL259945	Porphyromonas_sp_oral_taxon_279	0
SL259946	Porphyromonas_sp_oral_taxon_279	0
SL259925	Alloprevotella_rava	0
SL259926	Alloprevotella_rava	0
SL259927	Alloprevotella_rava	0
SL259928	Alloprevotella_rava	0
SL259934	Alloprevotella_rava	0
SL259935	Alloprevotella_rava	0
SL259936	Alloprevotella_rava	0
SL259937	Alloprevotella_rava	0
SL259943	Alloprevotella_rava	0
SL259944	Alloprevotella_rava	0
SL259945	Alloprevotella_rava	0
SL259946	Alloprevotella_rava	0
SL259925	Alloprevotella_tannerae	0
SL259926	Alloprevotella_tannerae	0
SL259927	Alloprevotella_tannerae	0
SL259928	Alloprevotella_tannerae	0
SL259934	Alloprevotella_tannerae	0
SL259935	Alloprevotella_tannerae	0
SL259936	Alloprevotella_tannerae	0
SL259937	Alloprevotella_tannerae	0
SL259943	Alloprevotella_tannerae	0
SL259944	Alloprevotella_tannerae	0
SL259945	Alloprevotella_tannerae	0
SL259946	Alloprevotella_tannerae	0
SL259925	Alloprevotella_unclassified	0
SL259926	Alloprevotella_unclassified	0
SL259927	Alloprevotella_unclassified	0
SL259928	Alloprevotella_unclassified	0
SL259934	Alloprevotella_unclassified	0
SL259935	Alloprevotella_unclassified	0
SL259936	Alloprevotella_unclassified	0
SL259937	Alloprevotella_unclassified	0
SL259943	Alloprevotella_unclassified	0
SL259944	Alloprevotella_unclassified	0
SL259945	Alloprevotella_unclassified	0
SL259946	Alloprevotella_unclassified	0
SL259925	Paraprevotella_unclassified	0
SL259926	Paraprevotella_unclassified	0
SL259927	Paraprevotella_unclassified	0
SL259928	Paraprevotella_unclassified	0
SL259934	Paraprevotella_unclassified	0
SL259935	Paraprevotella_unclassified	0
SL259936	Paraprevotella_unclassified	0
SL259937	Paraprevotella_unclassified	0
SL259943	Paraprevotella_unclassified	0
SL259944	Paraprevotella_unclassified	0
SL259945	Paraprevotella_unclassified	0
SL259946	Paraprevotella_unclassified	0
SL259925	Prevotella_bivia	0
SL259926	Prevotella_bivia	0
SL259927	Prevotella_bivia	0
SL259928	Prevotella_bivia	0
SL259934	Prevotella_bivia	0
SL259935	Prevotella_bivia	0
SL259936	Prevotella_bivia	0
SL259937	Prevotella_bivia	0
SL259943	Prevotella_bivia	0
SL259944	Prevotella_bivia	0
SL259945	Prevotella_bivia	0
SL259946	Prevotella_bivia	0
SL259925	Prevotella_buccalis	0
SL259926	Prevotella_buccalis	0
SL259927	Prevotella_buccalis	0
SL259928	Prevotella_buccalis	0
SL259934	Prevotella_buccalis	0
SL259935	Prevotella_buccalis	0
SL259936	Prevotella_buccalis	0
SL259937	Prevotella_buccalis	0
SL259943	Prevotella_buccalis	0
SL259944	Prevotella_buccalis	0
SL259945	Prevotella_buccalis	0
SL259946	Prevotella_buccalis	0
SL259925	Prevotella_copri	0
SL259926	Prevotella_copri	0
SL259927	Prevotella_copri	0
SL259928	Prevotella_copri	0
SL259934	Prevotella_copri	0
SL259935	Prevotella_copri	0
SL259936	Prevotella_copri	0
SL259937	Prevotella_copri	0
SL259943	Prevotella_copri	0
SL259944	Prevotella_copri	0
SL259945	Prevotella_copri	0
SL259946	Prevotella_copri	0
SL259925	Prevotella_denticola	0
SL259926	Prevotella_denticola	0
SL259927	Prevotella_denticola	0
SL259928	Prevotella_denticola	0
SL259934	Prevotella_denticola	0
SL259935	Prevotella_denticola	0
SL259936	Prevotella_denticola	0
SL259937	Prevotella_denticola	0
SL259943	Prevotella_denticola	0
SL259944	Prevotella_denticola	0
SL259945	Prevotella_denticola	0
SL259946	Prevotella_denticola	0
SL259925	Prevotella_disiens	0
SL259926	Prevotella_disiens	0
SL259927	Prevotella_disiens	0
SL259928	Prevotella_disiens	0
SL259934	Prevotella_disiens	0
SL259935	Prevotella_disiens	0
SL259936	Prevotella_disiens	0
SL259937	Prevotella_disiens	0
SL259943	Prevotella_disiens	0
SL259944	Prevotella_disiens	0
SL259945	Prevotella_disiens	0
SL259946	Prevotella_disiens	0
SL259925	Prevotella_histicola	0
SL259926	Prevotella_histicola	0
SL259927	Prevotella_histicola	0
SL259928	Prevotella_histicola	0
SL259934	Prevotella_histicola	0
SL259935	Prevotella_histicola	0
SL259936	Prevotella_histicola	0
SL259937	Prevotella_histicola	0
SL259943	Prevotella_histicola	0
SL259944	Prevotella_histicola	0
SL259945	Prevotella_histicola	0
SL259946	Prevotella_histicola	0
SL259925	Prevotella_intermedia	0
SL259926	Prevotella_intermedia	0
SL259927	Prevotella_intermedia	0
SL259928	Prevotella_intermedia	0
SL259934	Prevotella_intermedia	0
SL259935	Prevotella_intermedia	0
SL259936	Prevotella_intermedia	0
SL259937	Prevotella_intermedia	0
SL259943	Prevotella_intermedia	0
SL259944	Prevotella_intermedia	0
SL259945	Prevotella_intermedia	0
SL259946	Prevotella_intermedia	0
SL259925	Prevotella_melaninogenica	0
SL259926	Prevotella_melaninogenica	0
SL259927	Prevotella_melaninogenica	0
SL259928	Prevotella_melaninogenica	0
SL259934	Prevotella_melaninogenica	0
SL259935	Prevotella_melaninogenica	0
SL259936	Prevotella_melaninogenica	0
SL259937	Prevotella_melaninogenica	0
SL259943	Prevotella_melaninogenica	0
SL259944	Prevotella_melaninogenica	0
SL259945	Prevotella_melaninogenica	0
SL259946	Prevotella_melaninogenica	0
SL259925	Prevotella_micans	0
SL259926	Prevotella_micans	0
SL259927	Prevotella_micans	0
SL259928	Prevotella_micans	0
SL259934	Prevotella_micans	0
SL259935	Prevotella_micans	0
SL259936	Prevotella_micans	0
SL259937	Prevotella_micans	0
SL259943	Prevotella_micans	0
SL259944	Prevotella_micans	0
SL259945	Prevotella_micans	0
SL259946	Prevotella_micans	0
SL259925	Prevotella_nanceiensis	0
SL259926	Prevotella_nanceiensis	0
SL259927	Prevotella_nanceiensis	0
SL259928	Prevotella_nanceiensis	0
SL259934	Prevotella_nanceiensis	0
SL259935	Prevotella_nanceiensis	0
SL259936	Prevotella_nanceiensis	0
SL259937	Prevotella_nanceiensis	0
SL259943	Prevotella_nanceiensis	0
SL259944	Prevotella_nanceiensis	0
SL259945	Prevotella_nanceiensis	0
SL259946	Prevotella_nanceiensis	0
SL259925	Prevotella_nigrescens	0
SL259926	Prevotella_nigrescens	0
SL259927	Prevotella_nigrescens	0
SL259928	Prevotella_nigrescens	0
SL259934	Prevotella_nigrescens	0
SL259935	Prevotella_nigrescens	0
SL259936	Prevotella_nigrescens	0
SL259937	Prevotella_nigrescens	0
SL259943	Prevotella_nigrescens	0
SL259944	Prevotella_nigrescens	0
SL259945	Prevotella_nigrescens	0
SL259946	Prevotella_nigrescens	0
SL259925	Prevotella_oris	0
SL259926	Prevotella_oris	0
SL259927	Prevotella_oris	0
SL259928	Prevotella_oris	0
SL259934	Prevotella_oris	0
SL259935	Prevotella_oris	0
SL259936	Prevotella_oris	0
SL259937	Prevotella_oris	0
SL259943	Prevotella_oris	0
SL259944	Prevotella_oris	0
SL259945	Prevotella_oris	0
SL259946	Prevotella_oris	0
SL259925	Prevotella_stercorea	0
SL259926	Prevotella_stercorea	0
SL259927	Prevotella_stercorea	0
SL259928	Prevotella_stercorea	0
SL259934	Prevotella_stercorea	0
SL259935	Prevotella_stercorea	0
SL259936	Prevotella_stercorea	0
SL259937	Prevotella_stercorea	0
SL259943	Prevotella_stercorea	0
SL259944	Prevotella_stercorea	0
SL259945	Prevotella_stercorea	0
SL259946	Prevotella_stercorea	0
SL259925	Prevotella_timonensis	0
SL259926	Prevotella_timonensis	0
SL259927	Prevotella_timonensis	0
SL259928	Prevotella_timonensis	0
SL259934	Prevotella_timonensis	0
SL259935	Prevotella_timonensis	0
SL259936	Prevotella_timonensis	0
SL259937	Prevotella_timonensis	0
SL259943	Prevotella_timonensis	0
SL259944	Prevotella_timonensis	0
SL259945	Prevotella_timonensis	0
SL259946	Prevotella_timonensis	0
SL259925	Alistipes_onderdonkii	0
SL259926	Alistipes_onderdonkii	0
SL259927	Alistipes_onderdonkii	0
SL259928	Alistipes_onderdonkii	0
SL259934	Alistipes_onderdonkii	0
SL259935	Alistipes_onderdonkii	0
SL259936	Alistipes_onderdonkii	0
SL259937	Alistipes_onderdonkii	0
SL259943	Alistipes_onderdonkii	0
SL259944	Alistipes_onderdonkii	0
SL259945	Alistipes_onderdonkii	0
SL259946	Alistipes_onderdonkii	0
SL259925	Alistipes_putredinis	0
SL259926	Alistipes_putredinis	0
SL259927	Alistipes_putredinis	0
SL259928	Alistipes_putredinis	0
SL259934	Alistipes_putredinis	0
SL259935	Alistipes_putredinis	0
SL259936	Alistipes_putredinis	0
SL259937	Alistipes_putredinis	0
SL259943	Alistipes_putredinis	0
SL259944	Alistipes_putredinis	0
SL259945	Alistipes_putredinis	0
SL259946	Alistipes_putredinis	0
SL259925	Alistipes_shahii	0
SL259926	Alistipes_shahii	0
SL259927	Alistipes_shahii	0
SL259928	Alistipes_shahii	0
SL259934	Alistipes_shahii	0
SL259935	Alistipes_shahii	0
SL259936	Alistipes_shahii	0
SL259937	Alistipes_shahii	0
SL259943	Alistipes_shahii	0
SL259944	Alistipes_shahii	0
SL259945	Alistipes_shahii	0
SL259946	Alistipes_shahii	0
SL259925	Cytophaga_unclassified	0
SL259926	Cytophaga_unclassified	0
SL259927	Cytophaga_unclassified	0
SL259928	Cytophaga_unclassified	0
SL259934	Cytophaga_unclassified	0
SL259935	Cytophaga_unclassified	0
SL259936	Cytophaga_unclassified	0
SL259937	Cytophaga_unclassified	0
SL259943	Cytophaga_unclassified	0
SL259944	Cytophaga_unclassified	0
SL259945	Cytophaga_unclassified	0
SL259946	Cytophaga_unclassified	0
SL259925	Dyadobacter_fermentans	0
SL259926	Dyadobacter_fermentans	0
SL259927	Dyadobacter_fermentans	0
SL259928	Dyadobacter_fermentans	0
SL259934	Dyadobacter_fermentans	0
SL259935	Dyadobacter_fermentans	0
SL259936	Dyadobacter_fermentans	0
SL259937	Dyadobacter_fermentans	0
SL259943	Dyadobacter_fermentans	0
SL259944	Dyadobacter_fermentans	0
SL259945	Dyadobacter_fermentans	0
SL259946	Dyadobacter_fermentans	0
SL259925	Dyadobacter_unclassified	0
SL259926	Dyadobacter_unclassified	0
SL259927	Dyadobacter_unclassified	0
SL259928	Dyadobacter_unclassified	0
SL259934	Dyadobacter_unclassified	0
SL259935	Dyadobacter_unclassified	0
SL259936	Dyadobacter_unclassified	0
SL259937	Dyadobacter_unclassified	0
SL259943	Dyadobacter_unclassified	0
SL259944	Dyadobacter_unclassified	0
SL259945	Dyadobacter_unclassified	0
SL259946	Dyadobacter_unclassified	0
SL259925	Hymenobacter_unclassified	0
SL259926	Hymenobacter_unclassified	0
SL259927	Hymenobacter_unclassified	0
SL259928	Hymenobacter_unclassified	0.25039
SL259934	Hymenobacter_unclassified	0
SL259935	Hymenobacter_unclassified	0
SL259936	Hymenobacter_unclassified	0
SL259937	Hymenobacter_unclassified	0
SL259943	Hymenobacter_unclassified	0
SL259944	Hymenobacter_unclassified	0
SL259945	Hymenobacter_unclassified	0
SL259946	Hymenobacter_unclassified	0
SL259925	Capnocytophaga_gingivalis	0
SL259926	Capnocytophaga_gingivalis	0
SL259927	Capnocytophaga_gingivalis	0
SL259928	Capnocytophaga_gingivalis	0
SL259934	Capnocytophaga_gingivalis	0
SL259935	Capnocytophaga_gingivalis	0
SL259936	Capnocytophaga_gingivalis	0
SL259937	Capnocytophaga_gingivalis	0
SL259943	Capnocytophaga_gingivalis	0
SL259944	Capnocytophaga_gingivalis	0
SL259945	Capnocytophaga_gingivalis	0
SL259946	Capnocytophaga_gingivalis	0
SL259925	Capnocytophaga_unclassified	0
SL259926	Capnocytophaga_unclassified	0
SL259927	Capnocytophaga_unclassified	0
SL259928	Capnocytophaga_unclassified	0
SL259934	Capnocytophaga_unclassified	0
SL259935	Capnocytophaga_unclassified	0
SL259936	Capnocytophaga_unclassified	0
SL259937	Capnocytophaga_unclassified	0
SL259943	Capnocytophaga_unclassified	0
SL259944	Capnocytophaga_unclassified	0
SL259945	Capnocytophaga_unclassified	0
SL259946	Capnocytophaga_unclassified	0
SL259925	Chryseobacterium_taeanense	0
SL259926	Chryseobacterium_taeanense	0
SL259927	Chryseobacterium_taeanense	0
SL259928	Chryseobacterium_taeanense	0
SL259934	Chryseobacterium_taeanense	0
SL259935	Chryseobacterium_taeanense	0
SL259936	Chryseobacterium_taeanense	0
SL259937	Chryseobacterium_taeanense	0
SL259943	Chryseobacterium_taeanense	0
SL259944	Chryseobacterium_taeanense	0
SL259945	Chryseobacterium_taeanense	0
SL259946	Chryseobacterium_taeanense	0
SL259925	Chryseobacterium_unclassified	0
SL259926	Chryseobacterium_unclassified	0
SL259927	Chryseobacterium_unclassified	0
SL259928	Chryseobacterium_unclassified	0
SL259934	Chryseobacterium_unclassified	0
SL259935	Chryseobacterium_unclassified	0
SL259936	Chryseobacterium_unclassified	0
SL259937	Chryseobacterium_unclassified	0
SL259943	Chryseobacterium_unclassified	0
SL259944	Chryseobacterium_unclassified	0
SL259945	Chryseobacterium_unclassified	0
SL259946	Chryseobacterium_unclassified	0
SL259925	Elizabethkingia_meningoseptica	0
SL259926	Elizabethkingia_meningoseptica	0
SL259927	Elizabethkingia_meningoseptica	0
SL259928	Elizabethkingia_meningoseptica	0
SL259934	Elizabethkingia_meningoseptica	0
SL259935	Elizabethkingia_meningoseptica	0
SL259936	Elizabethkingia_meningoseptica	0
SL259937	Elizabethkingia_meningoseptica	0
SL259943	Elizabethkingia_meningoseptica	0
SL259944	Elizabethkingia_meningoseptica	0
SL259945	Elizabethkingia_meningoseptica	0
SL259946	Elizabethkingia_meningoseptica	0
SL259925	Empedobacter_brevis	0
SL259926	Empedobacter_brevis	0
SL259927	Empedobacter_brevis	0
SL259928	Empedobacter_brevis	0
SL259934	Empedobacter_brevis	0
SL259935	Empedobacter_brevis	0
SL259936	Empedobacter_brevis	0
SL259937	Empedobacter_brevis	0
SL259943	Empedobacter_brevis	0
SL259944	Empedobacter_brevis	0
SL259945	Empedobacter_brevis	0
SL259946	Empedobacter_brevis	0
SL259925	Riemerella_unclassified	0
SL259926	Riemerella_unclassified	0
SL259927	Riemerella_unclassified	0
SL259928	Riemerella_unclassified	0
SL259934	Riemerella_unclassified	0
SL259935	Riemerella_unclassified	0
SL259936	Riemerella_unclassified	0
SL259937	Riemerella_unclassified	0
SL259943	Riemerella_unclassified	0
SL259944	Riemerella_unclassified	0
SL259945	Riemerella_unclassified	0
SL259946	Riemerella_unclassified	0
SL259925	Candidatus_Uzinura_diaspidicola	0
SL259926	Candidatus_Uzinura_diaspidicola	0
SL259927	Candidatus_Uzinura_diaspidicola	0
SL259928	Candidatus_Uzinura_diaspidicola	0
SL259934	Candidatus_Uzinura_diaspidicola	0
SL259935	Candidatus_Uzinura_diaspidicola	0
SL259936	Candidatus_Uzinura_diaspidicola	0
SL259937	Candidatus_Uzinura_diaspidicola	0
SL259943	Candidatus_Uzinura_diaspidicola	0
SL259944	Candidatus_Uzinura_diaspidicola	0
SL259945	Candidatus_Uzinura_diaspidicola	0
SL259946	Candidatus_Uzinura_diaspidicola	0
SL259925	Pedobacter_unclassified	0
SL259926	Pedobacter_unclassified	0
SL259927	Pedobacter_unclassified	0
SL259928	Pedobacter_unclassified	0
SL259934	Pedobacter_unclassified	0
SL259935	Pedobacter_unclassified	0
SL259936	Pedobacter_unclassified	0
SL259937	Pedobacter_unclassified	0
SL259943	Pedobacter_unclassified	0
SL259944	Pedobacter_unclassified	0
SL259945	Pedobacter_unclassified	0
SL259946	Pedobacter_unclassified	0
SL259925	Sphingobacterium_spiritivorum	0
SL259926	Sphingobacterium_spiritivorum	0
SL259927	Sphingobacterium_spiritivorum	0
SL259928	Sphingobacterium_spiritivorum	0
SL259934	Sphingobacterium_spiritivorum	0
SL259935	Sphingobacterium_spiritivorum	0
SL259936	Sphingobacterium_spiritivorum	0
SL259937	Sphingobacterium_spiritivorum	0
SL259943	Sphingobacterium_spiritivorum	0
SL259944	Sphingobacterium_spiritivorum	0
SL259945	Sphingobacterium_spiritivorum	0
SL259946	Sphingobacterium_spiritivorum	0
SL259925	Sphingobacterium_unclassified	0
SL259926	Sphingobacterium_unclassified	0
SL259927	Sphingobacterium_unclassified	0
SL259928	Sphingobacterium_unclassified	0
SL259934	Sphingobacterium_unclassified	0
SL259935	Sphingobacterium_unclassified	0
SL259936	Sphingobacterium_unclassified	0
SL259937	Sphingobacterium_unclassified	0
SL259943	Sphingobacterium_unclassified	0
SL259944	Sphingobacterium_unclassified	0
SL259945	Sphingobacterium_unclassified	0
SL259946	Sphingobacterium_unclassified	0
SL259925	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259926	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259927	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259928	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259934	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259935	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259936	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259937	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259943	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259944	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259945	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259946	candidate_division_TM7_single_cell_isolate_TM7b	0
SL259925	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259926	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259927	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259928	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259934	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259935	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259936	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259937	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259943	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259944	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259945	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259946	candidate_division_TM7_single_cell_isolate_TM7c	0
SL259925	Herpetosiphon_aurantiacus	0
SL259926	Herpetosiphon_aurantiacus	0
SL259927	Herpetosiphon_aurantiacus	0
SL259928	Herpetosiphon_aurantiacus	0
SL259934	Herpetosiphon_aurantiacus	0
SL259935	Herpetosiphon_aurantiacus	0
SL259936	Herpetosiphon_aurantiacus	0
SL259937	Herpetosiphon_aurantiacus	0
SL259943	Herpetosiphon_aurantiacus	0
SL259944	Herpetosiphon_aurantiacus	0
SL259945	Herpetosiphon_aurantiacus	0
SL259946	Herpetosiphon_aurantiacus	0
SL259925	Microcoleus_unclassified	0
SL259926	Microcoleus_unclassified	0
SL259927	Microcoleus_unclassified	0
SL259928	Microcoleus_unclassified	0
SL259934	Microcoleus_unclassified	0
SL259935	Microcoleus_unclassified	0
SL259936	Microcoleus_unclassified	0
SL259937	Microcoleus_unclassified	0
SL259943	Microcoleus_unclassified	0
SL259944	Microcoleus_unclassified	0
SL259945	Microcoleus_unclassified	0
SL259946	Microcoleus_unclassified	0
SL259925	Chroococcidiopsis_thermalis	0
SL259926	Chroococcidiopsis_thermalis	0
SL259927	Chroococcidiopsis_thermalis	0
SL259928	Chroococcidiopsis_thermalis	0
SL259934	Chroococcidiopsis_thermalis	0
SL259935	Chroococcidiopsis_thermalis	0
SL259936	Chroococcidiopsis_thermalis	0
SL259937	Chroococcidiopsis_thermalis	0
SL259943	Chroococcidiopsis_thermalis	0
SL259944	Chroococcidiopsis_thermalis	0
SL259945	Chroococcidiopsis_thermalis	0
SL259946	Chroococcidiopsis_thermalis	0
SL259925	Deinococcus_geothermalis	0
SL259926	Deinococcus_geothermalis	0
SL259927	Deinococcus_geothermalis	0
SL259928	Deinococcus_geothermalis	0
SL259934	Deinococcus_geothermalis	0
SL259935	Deinococcus_geothermalis	0
SL259936	Deinococcus_geothermalis	0
SL259937	Deinococcus_geothermalis	0
SL259943	Deinococcus_geothermalis	0
SL259944	Deinococcus_geothermalis	0
SL259945	Deinococcus_geothermalis	0
SL259946	Deinococcus_geothermalis	0
SL259925	Deinococcus_gobiensis	0
SL259926	Deinococcus_gobiensis	0
SL259927	Deinococcus_gobiensis	0
SL259928	Deinococcus_gobiensis	0
SL259934	Deinococcus_gobiensis	0
SL259935	Deinococcus_gobiensis	0
SL259936	Deinococcus_gobiensis	0
SL259937	Deinococcus_gobiensis	0
SL259943	Deinococcus_gobiensis	0
SL259944	Deinococcus_gobiensis	0
SL259945	Deinococcus_gobiensis	0
SL259946	Deinococcus_gobiensis	0
SL259925	Deinococcus_radiodurans	0
SL259926	Deinococcus_radiodurans	0
SL259927	Deinococcus_radiodurans	0
SL259928	Deinococcus_radiodurans	0
SL259934	Deinococcus_radiodurans	0
SL259935	Deinococcus_radiodurans	0
SL259936	Deinococcus_radiodurans	0
SL259937	Deinococcus_radiodurans	0
SL259943	Deinococcus_radiodurans	0
SL259944	Deinococcus_radiodurans	0
SL259945	Deinococcus_radiodurans	0
SL259946	Deinococcus_radiodurans	0
SL259925	Deinococcus_unclassified	0
SL259926	Deinococcus_unclassified	0
SL259927	Deinococcus_unclassified	0.1082
SL259928	Deinococcus_unclassified	0.21187
SL259934	Deinococcus_unclassified	0
SL259935	Deinococcus_unclassified	0
SL259936	Deinococcus_unclassified	0
SL259937	Deinococcus_unclassified	0
SL259943	Deinococcus_unclassified	0
SL259944	Deinococcus_unclassified	0
SL259945	Deinococcus_unclassified	0
SL259946	Deinococcus_unclassified	0
SL259925	Deinococcus_wulumuqiensis	0
SL259926	Deinococcus_wulumuqiensis	0
SL259927	Deinococcus_wulumuqiensis	0
SL259928	Deinococcus_wulumuqiensis	0
SL259934	Deinococcus_wulumuqiensis	0
SL259935	Deinococcus_wulumuqiensis	0
SL259936	Deinococcus_wulumuqiensis	0
SL259937	Deinococcus_wulumuqiensis	0
SL259943	Deinococcus_wulumuqiensis	0
SL259944	Deinococcus_wulumuqiensis	0
SL259945	Deinococcus_wulumuqiensis	0
SL259946	Deinococcus_wulumuqiensis	0
SL259925	Meiothermus_ruber	0
SL259926	Meiothermus_ruber	0
SL259927	Meiothermus_ruber	0
SL259928	Meiothermus_ruber	0
SL259934	Meiothermus_ruber	0
SL259935	Meiothermus_ruber	0
SL259936	Meiothermus_ruber	0
SL259937	Meiothermus_ruber	0
SL259943	Meiothermus_ruber	0
SL259944	Meiothermus_ruber	0
SL259945	Meiothermus_ruber	0
SL259946	Meiothermus_ruber	0
SL259925	Meiothermus_silvanus	0
SL259926	Meiothermus_silvanus	0
SL259927	Meiothermus_silvanus	0
SL259928	Meiothermus_silvanus	0
SL259934	Meiothermus_silvanus	0
SL259935	Meiothermus_silvanus	0
SL259936	Meiothermus_silvanus	0
SL259937	Meiothermus_silvanus	0
SL259943	Meiothermus_silvanus	0
SL259944	Meiothermus_silvanus	0
SL259945	Meiothermus_silvanus	0
SL259946	Meiothermus_silvanus	0
SL259925	Thermus_unclassified	0
SL259926	Thermus_unclassified	0
SL259927	Thermus_unclassified	0
SL259928	Thermus_unclassified	0
SL259934	Thermus_unclassified	0
SL259935	Thermus_unclassified	0
SL259936	Thermus_unclassified	0
SL259937	Thermus_unclassified	0
SL259943	Thermus_unclassified	0
SL259944	Thermus_unclassified	0
SL259945	Thermus_unclassified	0
SL259946	Thermus_unclassified	0
SL259925	Anoxybacillus_flavithermus	0
SL259926	Anoxybacillus_flavithermus	0
SL259927	Anoxybacillus_flavithermus	0
SL259928	Anoxybacillus_flavithermus	0
SL259934	Anoxybacillus_flavithermus	0
SL259935	Anoxybacillus_flavithermus	0
SL259936	Anoxybacillus_flavithermus	0
SL259937	Anoxybacillus_flavithermus	0
SL259943	Anoxybacillus_flavithermus	0
SL259944	Anoxybacillus_flavithermus	0
SL259945	Anoxybacillus_flavithermus	0
SL259946	Anoxybacillus_flavithermus	0
SL259925	Bacillus_cereus_thuringiensis	0
SL259926	Bacillus_cereus_thuringiensis	0
SL259927	Bacillus_cereus_thuringiensis	0
SL259928	Bacillus_cereus_thuringiensis	0
SL259934	Bacillus_cereus_thuringiensis	0
SL259935	Bacillus_cereus_thuringiensis	0
SL259936	Bacillus_cereus_thuringiensis	0
SL259937	Bacillus_cereus_thuringiensis	0
SL259943	Bacillus_cereus_thuringiensis	0
SL259944	Bacillus_cereus_thuringiensis	0
SL259945	Bacillus_cereus_thuringiensis	0
SL259946	Bacillus_cereus_thuringiensis	0
SL259925	Bacillus_megaterium	0
SL259926	Bacillus_megaterium	0
SL259927	Bacillus_megaterium	0
SL259928	Bacillus_megaterium	0
SL259934	Bacillus_megaterium	0
