sample	species	abundance
SL259934	Myxococcus_fulvus	0
SL259935	Myxococcus_fulvus	0
SL259936	Myxococcus_fulvus	0
SL259937	Myxococcus_fulvus	0
SL259943	Myxococcus_fulvus	0
SL259944	Myxococcus_fulvus	0
SL259945	Myxococcus_fulvus	0
SL259946	Myxococcus_fulvus	0
SL259925	Myxococcus_unclassified	0
SL259926	Myxococcus_unclassified	0
SL259927	Myxococcus_unclassified	0
SL259928	Myxococcus_unclassified	0
SL259934	Myxococcus_unclassified	0
SL259935	Myxococcus_unclassified	0
SL259936	Myxococcus_unclassified	0
SL259937	Myxococcus_unclassified	0
SL259943	Myxococcus_unclassified	0
SL259944	Myxococcus_unclassified	0
SL259945	Myxococcus_unclassified	0
SL259946	Myxococcus_unclassified	0
SL259925	Aeromonas_caviae	0
SL259926	Aeromonas_caviae	0
SL259927	Aeromonas_caviae	0
SL259928	Aeromonas_caviae	0
SL259934	Aeromonas_caviae	0
SL259935	Aeromonas_caviae	0
SL259936	Aeromonas_caviae	0
SL259937	Aeromonas_caviae	0
SL259943	Aeromonas_caviae	0
SL259944	Aeromonas_caviae	0
SL259945	Aeromonas_caviae	0
SL259946	Aeromonas_caviae	0
SL259925	Aeromonas_unclassified	0
SL259926	Aeromonas_unclassified	0
SL259927	Aeromonas_unclassified	0
SL259928	Aeromonas_unclassified	0
SL259934	Aeromonas_unclassified	0
SL259935	Aeromonas_unclassified	0
SL259936	Aeromonas_unclassified	0
SL259937	Aeromonas_unclassified	0
SL259943	Aeromonas_unclassified	0
SL259944	Aeromonas_unclassified	0
SL259945	Aeromonas_unclassified	0
SL259946	Aeromonas_unclassified	0
SL259925	Alishewanella_agri	0
SL259926	Alishewanella_agri	0
SL259927	Alishewanella_agri	0
SL259928	Alishewanella_agri	0
SL259934	Alishewanella_agri	0
SL259935	Alishewanella_agri	0
SL259936	Alishewanella_agri	0
SL259937	Alishewanella_agri	0
SL259943	Alishewanella_agri	0
SL259944	Alishewanella_agri	0
SL259945	Alishewanella_agri	0
SL259946	Alishewanella_agri	0
SL259925	Alishewanella_unclassified	0
SL259926	Alishewanella_unclassified	0
SL259927	Alishewanella_unclassified	0
SL259928	Alishewanella_unclassified	0
SL259934	Alishewanella_unclassified	0
SL259935	Alishewanella_unclassified	0
SL259936	Alishewanella_unclassified	0
SL259937	Alishewanella_unclassified	0
SL259943	Alishewanella_unclassified	0
SL259944	Alishewanella_unclassified	0
SL259945	Alishewanella_unclassified	0
SL259946	Alishewanella_unclassified	0
SL259925	Alteromonas_macleodii	0
SL259926	Alteromonas_macleodii	0
SL259927	Alteromonas_macleodii	0
SL259928	Alteromonas_macleodii	0
SL259934	Alteromonas_macleodii	0
SL259935	Alteromonas_macleodii	0
SL259936	Alteromonas_macleodii	0
SL259937	Alteromonas_macleodii	0
SL259943	Alteromonas_macleodii	0
SL259944	Alteromonas_macleodii	0
SL259945	Alteromonas_macleodii	0
SL259946	Alteromonas_macleodii	0
SL259925	Idiomarina_unclassified	0
SL259926	Idiomarina_unclassified	0
SL259927	Idiomarina_unclassified	0
SL259928	Idiomarina_unclassified	0
SL259934	Idiomarina_unclassified	0
SL259935	Idiomarina_unclassified	0
SL259936	Idiomarina_unclassified	0
SL259937	Idiomarina_unclassified	0
SL259943	Idiomarina_unclassified	0
SL259944	Idiomarina_unclassified	0
SL259945	Idiomarina_unclassified	0
SL259946	Idiomarina_unclassified	0
SL259925	Cardiobacterium_hominis	0
SL259926	Cardiobacterium_hominis	0
SL259927	Cardiobacterium_hominis	0
SL259928	Cardiobacterium_hominis	0
SL259934	Cardiobacterium_hominis	0
SL259935	Cardiobacterium_hominis	0
SL259936	Cardiobacterium_hominis	0
SL259937	Cardiobacterium_hominis	0
SL259943	Cardiobacterium_hominis	0
SL259944	Cardiobacterium_hominis	0
SL259945	Cardiobacterium_hominis	0
SL259946	Cardiobacterium_hominis	0
SL259925	Rheinheimera_unclassified	0
SL259926	Rheinheimera_unclassified	0
SL259927	Rheinheimera_unclassified	0
SL259928	Rheinheimera_unclassified	0
SL259934	Rheinheimera_unclassified	0
SL259935	Rheinheimera_unclassified	0
SL259936	Rheinheimera_unclassified	0
SL259937	Rheinheimera_unclassified	0
SL259943	Rheinheimera_unclassified	0
SL259944	Rheinheimera_unclassified	0
SL259945	Rheinheimera_unclassified	0
SL259946	Rheinheimera_unclassified	0
SL259925	Spiribacter_unclassified	0
SL259926	Spiribacter_unclassified	0
SL259927	Spiribacter_unclassified	0
SL259928	Spiribacter_unclassified	0
SL259934	Spiribacter_unclassified	0
SL259935	Spiribacter_unclassified	0
SL259936	Spiribacter_unclassified	0
SL259937	Spiribacter_unclassified	0
SL259943	Spiribacter_unclassified	0
SL259944	Spiribacter_unclassified	0
SL259945	Spiribacter_unclassified	0
SL259946	Spiribacter_unclassified	0
SL259925	Citrobacter_freundii	0
SL259926	Citrobacter_freundii	0
SL259927	Citrobacter_freundii	0
SL259928	Citrobacter_freundii	0
SL259934	Citrobacter_freundii	0
SL259935	Citrobacter_freundii	0
SL259936	Citrobacter_freundii	0
SL259937	Citrobacter_freundii	0
SL259943	Citrobacter_freundii	0
SL259944	Citrobacter_freundii	0
SL259945	Citrobacter_freundii	0
SL259946	Citrobacter_freundii	0
SL259925	Citrobacter_unclassified	0
SL259926	Citrobacter_unclassified	0
SL259927	Citrobacter_unclassified	0
SL259928	Citrobacter_unclassified	0
SL259934	Citrobacter_unclassified	0
SL259935	Citrobacter_unclassified	0
SL259936	Citrobacter_unclassified	0
SL259937	Citrobacter_unclassified	0
SL259943	Citrobacter_unclassified	0
SL259944	Citrobacter_unclassified	0
SL259945	Citrobacter_unclassified	0
SL259946	Citrobacter_unclassified	0
SL259925	Cronobacter_malonaticus	0
SL259926	Cronobacter_malonaticus	0
SL259927	Cronobacter_malonaticus	0
SL259928	Cronobacter_malonaticus	0
SL259934	Cronobacter_malonaticus	0
SL259935	Cronobacter_malonaticus	0
SL259936	Cronobacter_malonaticus	0
SL259937	Cronobacter_malonaticus	0
SL259943	Cronobacter_malonaticus	0
SL259944	Cronobacter_malonaticus	0
SL259945	Cronobacter_malonaticus	0
SL259946	Cronobacter_malonaticus	0
SL259925	Cronobacter_sakazakii	0
SL259926	Cronobacter_sakazakii	0
SL259927	Cronobacter_sakazakii	0
SL259928	Cronobacter_sakazakii	0
SL259934	Cronobacter_sakazakii	0
SL259935	Cronobacter_sakazakii	0
SL259936	Cronobacter_sakazakii	0
SL259937	Cronobacter_sakazakii	0
SL259943	Cronobacter_sakazakii	0
SL259944	Cronobacter_sakazakii	0
SL259945	Cronobacter_sakazakii	0
SL259946	Cronobacter_sakazakii	0
SL259925	Enterobacter_aerogenes	0
SL259926	Enterobacter_aerogenes	0
SL259927	Enterobacter_aerogenes	0
SL259928	Enterobacter_aerogenes	0
SL259934	Enterobacter_aerogenes	0
SL259935	Enterobacter_aerogenes	0
SL259936	Enterobacter_aerogenes	0
SL259937	Enterobacter_aerogenes	0
SL259943	Enterobacter_aerogenes	0
SL259944	Enterobacter_aerogenes	0
SL259945	Enterobacter_aerogenes	0
SL259946	Enterobacter_aerogenes	0
SL259925	Enterobacter_cloacae	0
SL259926	Enterobacter_cloacae	0
SL259927	Enterobacter_cloacae	0
SL259928	Enterobacter_cloacae	0
SL259934	Enterobacter_cloacae	0
SL259935	Enterobacter_cloacae	0
SL259936	Enterobacter_cloacae	0
SL259937	Enterobacter_cloacae	0
SL259943	Enterobacter_cloacae	0
SL259944	Enterobacter_cloacae	0
SL259945	Enterobacter_cloacae	0
SL259946	Enterobacter_cloacae	0
SL259925	Enterobacter_hormaechei	0
SL259926	Enterobacter_hormaechei	0
SL259927	Enterobacter_hormaechei	0
SL259928	Enterobacter_hormaechei	0
SL259934	Enterobacter_hormaechei	0
SL259935	Enterobacter_hormaechei	0
SL259936	Enterobacter_hormaechei	0
SL259937	Enterobacter_hormaechei	0
SL259943	Enterobacter_hormaechei	0
SL259944	Enterobacter_hormaechei	0
SL259945	Enterobacter_hormaechei	0
SL259946	Enterobacter_hormaechei	0
SL259925	Escherichia_coli	0
SL259926	Escherichia_coli	0
SL259927	Escherichia_coli	0
SL259928	Escherichia_coli	4.38047
SL259934	Escherichia_coli	0
SL259935	Escherichia_coli	0
SL259936	Escherichia_coli	0
SL259937	Escherichia_coli	0.78932
SL259943	Escherichia_coli	0
SL259944	Escherichia_coli	0
SL259945	Escherichia_coli	0
SL259946	Escherichia_coli	0
SL259925	Escherichia_unclassified	0
SL259926	Escherichia_unclassified	0
SL259927	Escherichia_unclassified	0
SL259928	Escherichia_unclassified	2.69129
SL259934	Escherichia_unclassified	0.11822
SL259935	Escherichia_unclassified	0
SL259936	Escherichia_unclassified	0.11404
SL259937	Escherichia_unclassified	1.079
SL259943	Escherichia_unclassified	0
SL259944	Escherichia_unclassified	0
SL259945	Escherichia_unclassified	0.24251
SL259946	Escherichia_unclassified	0
SL259925	Klebsiella_oxytoca	0
SL259926	Klebsiella_oxytoca	0
SL259927	Klebsiella_oxytoca	0
SL259928	Klebsiella_oxytoca	0
SL259934	Klebsiella_oxytoca	0
SL259935	Klebsiella_oxytoca	0
SL259936	Klebsiella_oxytoca	0
SL259937	Klebsiella_oxytoca	0
SL259943	Klebsiella_oxytoca	0
SL259944	Klebsiella_oxytoca	0
SL259945	Klebsiella_oxytoca	0
SL259946	Klebsiella_oxytoca	0
SL259925	Klebsiella_pneumoniae	0
SL259926	Klebsiella_pneumoniae	0
SL259927	Klebsiella_pneumoniae	0
SL259928	Klebsiella_pneumoniae	0
SL259934	Klebsiella_pneumoniae	0
SL259935	Klebsiella_pneumoniae	0
SL259936	Klebsiella_pneumoniae	0
SL259937	Klebsiella_pneumoniae	0
SL259943	Klebsiella_pneumoniae	0
SL259944	Klebsiella_pneumoniae	0
SL259945	Klebsiella_pneumoniae	0
SL259946	Klebsiella_pneumoniae	0
SL259925	Klebsiella_unclassified	0
SL259926	Klebsiella_unclassified	0
SL259927	Klebsiella_unclassified	0
SL259928	Klebsiella_unclassified	0
SL259934	Klebsiella_unclassified	0
SL259935	Klebsiella_unclassified	0
SL259936	Klebsiella_unclassified	0
SL259937	Klebsiella_unclassified	0
SL259943	Klebsiella_unclassified	0
SL259944	Klebsiella_unclassified	0
SL259945	Klebsiella_unclassified	0
SL259946	Klebsiella_unclassified	0
SL259925	Pantoea_dispersa	0
SL259926	Pantoea_dispersa	0
SL259927	Pantoea_dispersa	0
SL259928	Pantoea_dispersa	0
SL259934	Pantoea_dispersa	0
SL259935	Pantoea_dispersa	0
SL259936	Pantoea_dispersa	0
SL259937	Pantoea_dispersa	0
SL259943	Pantoea_dispersa	0
SL259944	Pantoea_dispersa	0
SL259945	Pantoea_dispersa	0
SL259946	Pantoea_dispersa	0
SL259925	Pantoea_stewartii	0
SL259926	Pantoea_stewartii	0
SL259927	Pantoea_stewartii	0
SL259928	Pantoea_stewartii	0
SL259934	Pantoea_stewartii	0
SL259935	Pantoea_stewartii	0
SL259936	Pantoea_stewartii	0
SL259937	Pantoea_stewartii	0
SL259943	Pantoea_stewartii	0
SL259944	Pantoea_stewartii	0
SL259945	Pantoea_stewartii	0
SL259946	Pantoea_stewartii	0
SL259925	Pantoea_unclassified	0
SL259926	Pantoea_unclassified	0
SL259927	Pantoea_unclassified	0
SL259928	Pantoea_unclassified	0
SL259934	Pantoea_unclassified	0
SL259935	Pantoea_unclassified	0
SL259936	Pantoea_unclassified	0
SL259937	Pantoea_unclassified	0
SL259943	Pantoea_unclassified	0
SL259944	Pantoea_unclassified	0
SL259945	Pantoea_unclassified	0
SL259946	Pantoea_unclassified	0
SL259925	Pectobacterium_unclassified	0
SL259926	Pectobacterium_unclassified	0
SL259927	Pectobacterium_unclassified	0
SL259928	Pectobacterium_unclassified	0
SL259934	Pectobacterium_unclassified	0
SL259935	Pectobacterium_unclassified	0
SL259936	Pectobacterium_unclassified	0
SL259937	Pectobacterium_unclassified	0
SL259943	Pectobacterium_unclassified	0
SL259944	Pectobacterium_unclassified	0
SL259945	Pectobacterium_unclassified	0
SL259946	Pectobacterium_unclassified	0
SL259925	Rahnella_aquatilis	0
SL259926	Rahnella_aquatilis	0
SL259927	Rahnella_aquatilis	0
SL259928	Rahnella_aquatilis	0
SL259934	Rahnella_aquatilis	0
SL259935	Rahnella_aquatilis	0
SL259936	Rahnella_aquatilis	0
SL259937	Rahnella_aquatilis	0
SL259943	Rahnella_aquatilis	0
SL259944	Rahnella_aquatilis	0
SL259945	Rahnella_aquatilis	0
SL259946	Rahnella_aquatilis	0
SL259925	Rahnella_unclassified	0
SL259926	Rahnella_unclassified	0
SL259927	Rahnella_unclassified	0
SL259928	Rahnella_unclassified	0
SL259934	Rahnella_unclassified	0
SL259935	Rahnella_unclassified	0
SL259936	Rahnella_unclassified	0
SL259937	Rahnella_unclassified	0
SL259943	Rahnella_unclassified	0
SL259944	Rahnella_unclassified	0
SL259945	Rahnella_unclassified	0
SL259946	Rahnella_unclassified	0
SL259925	Salmonella_enterica	0
SL259926	Salmonella_enterica	0
SL259927	Salmonella_enterica	0
SL259928	Salmonella_enterica	4.76852
SL259934	Salmonella_enterica	0
SL259935	Salmonella_enterica	0
SL259936	Salmonella_enterica	0
SL259937	Salmonella_enterica	0.59902
SL259943	Salmonella_enterica	0
SL259944	Salmonella_enterica	0
SL259945	Salmonella_enterica	0
SL259946	Salmonella_enterica	0
SL259925	Salmonella_unclassified	0
SL259926	Salmonella_unclassified	0
SL259927	Salmonella_unclassified	0
SL259928	Salmonella_unclassified	0.77137
SL259934	Salmonella_unclassified	0
SL259935	Salmonella_unclassified	0
SL259936	Salmonella_unclassified	0
SL259937	Salmonella_unclassified	0.12215
SL259943	Salmonella_unclassified	0
SL259944	Salmonella_unclassified	0
SL259945	Salmonella_unclassified	0
SL259946	Salmonella_unclassified	0
SL259925	Serratia_marcescens	0
SL259926	Serratia_marcescens	0
SL259927	Serratia_marcescens	0
SL259928	Serratia_marcescens	0
SL259934	Serratia_marcescens	0
SL259935	Serratia_marcescens	0
SL259936	Serratia_marcescens	0
SL259937	Serratia_marcescens	0
SL259943	Serratia_marcescens	0
SL259944	Serratia_marcescens	0
SL259945	Serratia_marcescens	0
SL259946	Serratia_marcescens	0
SL259925	Methylomicrobium_album	0
SL259926	Methylomicrobium_album	0
SL259927	Methylomicrobium_album	0
SL259928	Methylomicrobium_album	0
SL259934	Methylomicrobium_album	0
SL259935	Methylomicrobium_album	0
SL259936	Methylomicrobium_album	0
SL259937	Methylomicrobium_album	0
SL259943	Methylomicrobium_album	0
SL259944	Methylomicrobium_album	0
SL259945	Methylomicrobium_album	0
SL259946	Methylomicrobium_album	0
SL259925	Candidatus_Portiera_aleyrodidarum	0
SL259926	Candidatus_Portiera_aleyrodidarum	0
SL259927	Candidatus_Portiera_aleyrodidarum	0
SL259928	Candidatus_Portiera_aleyrodidarum	0
SL259934	Candidatus_Portiera_aleyrodidarum	0
SL259935	Candidatus_Portiera_aleyrodidarum	0
SL259936	Candidatus_Portiera_aleyrodidarum	0
SL259937	Candidatus_Portiera_aleyrodidarum	0
SL259943	Candidatus_Portiera_aleyrodidarum	0
SL259944	Candidatus_Portiera_aleyrodidarum	0
SL259945	Candidatus_Portiera_aleyrodidarum	0
SL259946	Candidatus_Portiera_aleyrodidarum	0
SL259925	Halomonas_stevensii	0
SL259926	Halomonas_stevensii	0
SL259927	Halomonas_stevensii	0
SL259928	Halomonas_stevensii	0
SL259934	Halomonas_stevensii	0
SL259935	Halomonas_stevensii	0
SL259936	Halomonas_stevensii	0
SL259937	Halomonas_stevensii	0
SL259943	Halomonas_stevensii	0
SL259944	Halomonas_stevensii	0
SL259945	Halomonas_stevensii	0
SL259946	Halomonas_stevensii	0
SL259925	Halomonas_unclassified	0
SL259926	Halomonas_unclassified	0
SL259927	Halomonas_unclassified	0
SL259928	Halomonas_unclassified	0
SL259934	Halomonas_unclassified	0
SL259935	Halomonas_unclassified	0
SL259936	Halomonas_unclassified	0
SL259937	Halomonas_unclassified	0
SL259943	Halomonas_unclassified	0
SL259944	Halomonas_unclassified	0
SL259945	Halomonas_unclassified	0
SL259946	Halomonas_unclassified	0
SL259925	Actinobacillus_unclassified	0
SL259926	Actinobacillus_unclassified	0
SL259927	Actinobacillus_unclassified	0
SL259928	Actinobacillus_unclassified	0
SL259934	Actinobacillus_unclassified	0
SL259935	Actinobacillus_unclassified	0
SL259936	Actinobacillus_unclassified	0
SL259937	Actinobacillus_unclassified	0
SL259943	Actinobacillus_unclassified	0
SL259944	Actinobacillus_unclassified	0
SL259945	Actinobacillus_unclassified	0
SL259946	Actinobacillus_unclassified	0
SL259925	Aggregatibacter_segnis	0
SL259926	Aggregatibacter_segnis	0
SL259927	Aggregatibacter_segnis	0
SL259928	Aggregatibacter_segnis	0
SL259934	Aggregatibacter_segnis	0
SL259935	Aggregatibacter_segnis	0
SL259936	Aggregatibacter_segnis	0
SL259937	Aggregatibacter_segnis	0
SL259943	Aggregatibacter_segnis	0
SL259944	Aggregatibacter_segnis	0
SL259945	Aggregatibacter_segnis	0
SL259946	Aggregatibacter_segnis	0
SL259925	Aggregatibacter_unclassified	0
SL259926	Aggregatibacter_unclassified	0
SL259927	Aggregatibacter_unclassified	0
SL259928	Aggregatibacter_unclassified	0
SL259934	Aggregatibacter_unclassified	0
SL259935	Aggregatibacter_unclassified	0
SL259936	Aggregatibacter_unclassified	0
SL259937	Aggregatibacter_unclassified	0
SL259943	Aggregatibacter_unclassified	0
SL259944	Aggregatibacter_unclassified	0
SL259945	Aggregatibacter_unclassified	0
SL259946	Aggregatibacter_unclassified	0
SL259925	Haemophilus_haemolyticus	0
SL259926	Haemophilus_haemolyticus	0
SL259927	Haemophilus_haemolyticus	0
SL259928	Haemophilus_haemolyticus	0
SL259934	Haemophilus_haemolyticus	0
SL259935	Haemophilus_haemolyticus	0
SL259936	Haemophilus_haemolyticus	0
SL259937	Haemophilus_haemolyticus	0
SL259943	Haemophilus_haemolyticus	0
SL259944	Haemophilus_haemolyticus	0
SL259945	Haemophilus_haemolyticus	0
SL259946	Haemophilus_haemolyticus	0
SL259925	Haemophilus_influenzae	0
SL259926	Haemophilus_influenzae	0
SL259927	Haemophilus_influenzae	0
SL259928	Haemophilus_influenzae	0
SL259934	Haemophilus_influenzae	0
SL259935	Haemophilus_influenzae	0
SL259936	Haemophilus_influenzae	0
SL259937	Haemophilus_influenzae	0
SL259943	Haemophilus_influenzae	0
SL259944	Haemophilus_influenzae	0
SL259945	Haemophilus_influenzae	0
SL259946	Haemophilus_influenzae	0
SL259925	Haemophilus_parainfluenzae	0
SL259926	Haemophilus_parainfluenzae	0
SL259927	Haemophilus_parainfluenzae	0
SL259928	Haemophilus_parainfluenzae	0
SL259934	Haemophilus_parainfluenzae	0
SL259935	Haemophilus_parainfluenzae	0
SL259936	Haemophilus_parainfluenzae	0
SL259937	Haemophilus_parainfluenzae	0
SL259943	Haemophilus_parainfluenzae	0
SL259944	Haemophilus_parainfluenzae	0
SL259945	Haemophilus_parainfluenzae	0
SL259946	Haemophilus_parainfluenzae	0
SL259925	Haemophilus_paraphrohaemolyticus	0
SL259926	Haemophilus_paraphrohaemolyticus	0
SL259927	Haemophilus_paraphrohaemolyticus	0
SL259928	Haemophilus_paraphrohaemolyticus	0
SL259934	Haemophilus_paraphrohaemolyticus	0
SL259935	Haemophilus_paraphrohaemolyticus	0
SL259936	Haemophilus_paraphrohaemolyticus	0
SL259937	Haemophilus_paraphrohaemolyticus	0
SL259943	Haemophilus_paraphrohaemolyticus	0
SL259944	Haemophilus_paraphrohaemolyticus	0
SL259945	Haemophilus_paraphrohaemolyticus	0
SL259946	Haemophilus_paraphrohaemolyticus	0
SL259925	Haemophilus_sputorum	0
SL259926	Haemophilus_sputorum	0
SL259927	Haemophilus_sputorum	0
SL259928	Haemophilus_sputorum	0
SL259934	Haemophilus_sputorum	0
SL259935	Haemophilus_sputorum	0
SL259936	Haemophilus_sputorum	0
SL259937	Haemophilus_sputorum	0
SL259943	Haemophilus_sputorum	0
SL259944	Haemophilus_sputorum	0
SL259945	Haemophilus_sputorum	0
SL259946	Haemophilus_sputorum	0
SL259925	Pasteurella_bettyae	0
SL259926	Pasteurella_bettyae	0
SL259927	Pasteurella_bettyae	0
SL259928	Pasteurella_bettyae	0
SL259934	Pasteurella_bettyae	0
SL259935	Pasteurella_bettyae	0
SL259936	Pasteurella_bettyae	0
SL259937	Pasteurella_bettyae	0
SL259943	Pasteurella_bettyae	0
SL259944	Pasteurella_bettyae	0
SL259945	Pasteurella_bettyae	0
SL259946	Pasteurella_bettyae	0
SL259925	Acinetobacter_baumannii	0
SL259926	Acinetobacter_baumannii	0
SL259927	Acinetobacter_baumannii	0
SL259928	Acinetobacter_baumannii	0
SL259934	Acinetobacter_baumannii	0
SL259935	Acinetobacter_baumannii	0
SL259936	Acinetobacter_baumannii	0
SL259937	Acinetobacter_baumannii	0
SL259943	Acinetobacter_baumannii	0
SL259944	Acinetobacter_baumannii	0
SL259945	Acinetobacter_baumannii	0
SL259946	Acinetobacter_baumannii	0
SL259925	Acinetobacter_bereziniae	0
SL259926	Acinetobacter_bereziniae	0
SL259927	Acinetobacter_bereziniae	0
SL259928	Acinetobacter_bereziniae	0
SL259934	Acinetobacter_bereziniae	0
SL259935	Acinetobacter_bereziniae	0
SL259936	Acinetobacter_bereziniae	0
SL259937	Acinetobacter_bereziniae	0
SL259943	Acinetobacter_bereziniae	0
SL259944	Acinetobacter_bereziniae	0
SL259945	Acinetobacter_bereziniae	0
SL259946	Acinetobacter_bereziniae	0
SL259925	Acinetobacter_guillouiae	0
SL259926	Acinetobacter_guillouiae	0
SL259927	Acinetobacter_guillouiae	0
SL259928	Acinetobacter_guillouiae	0
SL259934	Acinetobacter_guillouiae	0
SL259935	Acinetobacter_guillouiae	0
SL259936	Acinetobacter_guillouiae	0
SL259937	Acinetobacter_guillouiae	0
SL259943	Acinetobacter_guillouiae	0
SL259944	Acinetobacter_guillouiae	0
SL259945	Acinetobacter_guillouiae	0
SL259946	Acinetobacter_guillouiae	0
SL259925	Acinetobacter_gyllenbergii	0
SL259926	Acinetobacter_gyllenbergii	0
SL259927	Acinetobacter_gyllenbergii	0
SL259928	Acinetobacter_gyllenbergii	0
SL259934	Acinetobacter_gyllenbergii	0
SL259935	Acinetobacter_gyllenbergii	0
SL259936	Acinetobacter_gyllenbergii	0
SL259937	Acinetobacter_gyllenbergii	0
SL259943	Acinetobacter_gyllenbergii	0
SL259944	Acinetobacter_gyllenbergii	0
SL259945	Acinetobacter_gyllenbergii	0
SL259946	Acinetobacter_gyllenbergii	0
SL259925	Acinetobacter_indicus	0
SL259926	Acinetobacter_indicus	0
SL259927	Acinetobacter_indicus	0
SL259928	Acinetobacter_indicus	0
SL259934	Acinetobacter_indicus	0
SL259935	Acinetobacter_indicus	0
SL259936	Acinetobacter_indicus	0
SL259937	Acinetobacter_indicus	0
SL259943	Acinetobacter_indicus	0
SL259944	Acinetobacter_indicus	0
SL259945	Acinetobacter_indicus	0
SL259946	Acinetobacter_indicus	0
SL259925	Acinetobacter_johnsonii	0
SL259926	Acinetobacter_johnsonii	0
SL259927	Acinetobacter_johnsonii	0
SL259928	Acinetobacter_johnsonii	0
SL259934	Acinetobacter_johnsonii	0
SL259935	Acinetobacter_johnsonii	0
SL259936	Acinetobacter_johnsonii	0
SL259937	Acinetobacter_johnsonii	0
SL259943	Acinetobacter_johnsonii	0
SL259944	Acinetobacter_johnsonii	0
SL259945	Acinetobacter_johnsonii	0
SL259946	Acinetobacter_johnsonii	0
SL259925	Acinetobacter_junii	0
SL259926	Acinetobacter_junii	0
SL259927	Acinetobacter_junii	0
SL259928	Acinetobacter_junii	0
SL259934	Acinetobacter_junii	0
SL259935	Acinetobacter_junii	0
SL259936	Acinetobacter_junii	0
SL259937	Acinetobacter_junii	0
SL259943	Acinetobacter_junii	0
SL259944	Acinetobacter_junii	0
SL259945	Acinetobacter_junii	0
SL259946	Acinetobacter_junii	0
SL259925	Acinetobacter_lwoffii	0
SL259926	Acinetobacter_lwoffii	0
SL259927	Acinetobacter_lwoffii	0
SL259928	Acinetobacter_lwoffii	0
SL259934	Acinetobacter_lwoffii	0
SL259935	Acinetobacter_lwoffii	0
SL259936	Acinetobacter_lwoffii	0
SL259937	Acinetobacter_lwoffii	0
SL259943	Acinetobacter_lwoffii	0
SL259944	Acinetobacter_lwoffii	0
SL259945	Acinetobacter_lwoffii	0
SL259946	Acinetobacter_lwoffii	0
SL259925	Acinetobacter_parvus	0
SL259926	Acinetobacter_parvus	0
SL259927	Acinetobacter_parvus	0
SL259928	Acinetobacter_parvus	0
SL259934	Acinetobacter_parvus	0
SL259935	Acinetobacter_parvus	0
SL259936	Acinetobacter_parvus	0
SL259937	Acinetobacter_parvus	0
SL259943	Acinetobacter_parvus	0
SL259944	Acinetobacter_parvus	0
SL259945	Acinetobacter_parvus	0
SL259946	Acinetobacter_parvus	0
SL259925	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259926	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259927	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259928	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259934	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259935	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259936	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259937	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259943	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259944	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259945	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259946	Acinetobacter_pittii_calcoaceticus_nosocomialis	0
SL259925	Acinetobacter_schindleri	0
SL259926	Acinetobacter_schindleri	0
SL259927	Acinetobacter_schindleri	0
SL259928	Acinetobacter_schindleri	0
SL259934	Acinetobacter_schindleri	0
SL259935	Acinetobacter_schindleri	0
SL259936	Acinetobacter_schindleri	0
SL259937	Acinetobacter_schindleri	0
SL259943	Acinetobacter_schindleri	0
SL259944	Acinetobacter_schindleri	0
SL259945	Acinetobacter_schindleri	0
SL259946	Acinetobacter_schindleri	0
SL259925	Acinetobacter_soli	0
SL259926	Acinetobacter_soli	0
SL259927	Acinetobacter_soli	0
SL259928	Acinetobacter_soli	0
SL259934	Acinetobacter_soli	0
SL259935	Acinetobacter_soli	0
SL259936	Acinetobacter_soli	0
SL259937	Acinetobacter_soli	0
SL259943	Acinetobacter_soli	0
SL259944	Acinetobacter_soli	0
SL259945	Acinetobacter_soli	0
SL259946	Acinetobacter_soli	0
SL259925	Acinetobacter_towneri	0
SL259926	Acinetobacter_towneri	0
SL259927	Acinetobacter_towneri	0
SL259928	Acinetobacter_towneri	0
SL259934	Acinetobacter_towneri	0
SL259935	Acinetobacter_towneri	0
SL259936	Acinetobacter_towneri	0
SL259937	Acinetobacter_towneri	0
SL259943	Acinetobacter_towneri	0
SL259944	Acinetobacter_towneri	0
SL259945	Acinetobacter_towneri	0
SL259946	Acinetobacter_towneri	0
SL259925	Acinetobacter_unclassified	0
SL259926	Acinetobacter_unclassified	0
SL259927	Acinetobacter_unclassified	0
SL259928	Acinetobacter_unclassified	0.1137
SL259934	Acinetobacter_unclassified	0
SL259935	Acinetobacter_unclassified	0
SL259936	Acinetobacter_unclassified	0
SL259937	Acinetobacter_unclassified	0
SL259943	Acinetobacter_unclassified	0
SL259944	Acinetobacter_unclassified	0
SL259945	Acinetobacter_unclassified	0
SL259946	Acinetobacter_unclassified	0
SL259925	Acinetobacter_ursingii	0
SL259926	Acinetobacter_ursingii	0
SL259927	Acinetobacter_ursingii	0
